location,lat,long,category,time,time_classification,date,description,reported
Juja Stage,-1.099,37.02,fraud,04:31,night,2024-11-13,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,sexual harrasment,14:17,afternoon,2024-06-13,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.",yes
Gate C,-1.0922,37.0131,burglary,21:14,night,2024-12-14,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,no
JKUAT Enterprises LTD.,-1.0915,37.014,drug possession,20:17,evening,2024-05-20,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",yes
Gate B,-1.0932,37.0125,reckless driving,11:21,morning,2024-10-10,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.",no
Gate B,-1.0932,37.0125,murder,06:46,morning,2024-07-24,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,yes
Highpoint,-1.1,37.015,phone snatching,19:36,evening,2024-11-08,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.",no
Juja Square,-1.098,37.019,kidnapping,11:25,morning,2024-12-09,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
JKUAT hostels area,-1.09,37.012,robbery,14:52,afternoon,2024-10-30,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,traffic violations,08:42,morning,2025-04-23,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
Juja Square,-1.098,37.019,drug possession,10:14,morning,2024-06-10,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.",yes
Gate B,-1.0932,37.0125,drug possession,09:24,morning,2025-06-26,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,kidnapping,21:38,night,2025-06-30,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
JKUAT Enterprises LTD.,-1.0915,37.014,battery,02:06,night,2025-01-04,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
Gachororo,-1.0905,37.0119,armed robbery,21:36,night,2025-05-05,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,sexual harrasment,16:07,afternoon,2024-06-13,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,no
Gachororo,-1.0905,37.0119,burglary,03:41,night,2025-03-19,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Stage,-1.099,37.02,kidnapping,01:52,night,2025-07-11,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,yes
Juja Police Station,-1.096,37.0175,drug trafficking,14:24,afternoon,2025-03-18,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,kidnapping,11:47,morning,2025-02-14,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
Juja City Mall,-1.095,37.0165,robbery,17:05,evening,2025-01-19,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,no
Cherry Park,-1.0948,37.0106,battery,17:09,evening,2024-11-12,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.",yes
JKUAT hostels area,-1.09,37.012,fraud,18:14,evening,2024-12-09,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja City Mall,-1.095,37.0165,kidnapping,07:07,morning,2024-06-21,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.",no
Juja Stage,-1.099,37.02,traffic violations,17:43,evening,2024-06-20,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.",no
Gachororo,-1.0905,37.0119,armed robbery,07:20,morning,2025-04-26,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,no
Juja Square,-1.098,37.019,domestic violence,12:31,afternoon,2024-07-25,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.,no
Cherry Park,-1.0948,37.0106,murder,02:35,night,2024-11-13,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,yes
JKUAT Main Gate,-1.0925,37.011,reckless driving,20:22,evening,2024-11-02,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.,no
Gate C,-1.0922,37.0131,domestic violence,06:15,morning,2025-04-11,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,yes
Highpoint,-1.1,37.015,fraud,05:37,night,2025-05-24,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Juja Stage,-1.099,37.02,burglary,18:17,evening,2024-05-10,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,assault,11:46,morning,2024-06-09,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
Juja Market,-1.096,37.0175,drug trafficking,03:43,night,2025-06-22,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Square,-1.098,37.019,fraud,10:09,morning,2024-10-02,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.",no
Gate B,-1.0932,37.0125,robbery,22:32,night,2024-10-29,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.,no
Juja Police Station,-1.097,37.018,drug trafficking,19:13,evening,2024-08-27,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.,yes
JKUAT Hospital,-1.091,37.0135,drug possession,05:30,night,2025-03-01,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.",yes
JKUAT Hospital,-1.0932,37.0125,drug possession,01:54,night,2024-11-29,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT Hospital,-1.0948,37.0106,drug trafficking,11:40,morning,2025-02-07,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.,no
Cherry Park,-1.0948,37.0106,burglary,23:14,night,2025-05-10,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",yes
JKUAT Hospital,-1.091,37.0135,drug trafficking,10:36,morning,2025-02-12,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
JKUAT Main Gate,-1.0925,37.011,phone snatching,18:31,evening,2025-01-08,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,no
Cherry Park,-1.0948,37.0106,kidnapping,21:41,night,2024-08-07,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",yes
Highpoint,-1.1,37.015,murder,16:06,afternoon,2025-04-14,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
JKUAT Main Gate,-1.0925,37.011,phone snatching,12:36,afternoon,2024-10-11,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Market,-1.096,37.0175,murder,14:04,afternoon,2025-01-21,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.",no
JKUAT hostels area,-1.09,37.012,drug possession,11:39,morning,2024-09-24,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
Highpoint,-1.1,37.015,reckless driving,15:46,afternoon,2024-11-14,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.",no
Gate B,-1.0932,37.0125,robbery,07:16,morning,2024-06-20,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,no
Gachororo,-1.0905,37.0119,murder,12:24,afternoon,2025-06-07,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati walionekana wakitumia panga na silaha nyingine.,no
JKUAT Enterprises LTD.,-1.0915,37.014,phone snatching,19:23,evening,2025-01-23,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
Juja Police Station,-1.09,37.012,drug possession,18:47,evening,2024-09-30,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,assault,19:00,evening,2025-03-16,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.",yes
Highpoint,-1.1,37.015,murder,00:11,night,2025-03-25,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.",yes
Juja Stage,-1.099,37.02,fraud,11:29,morning,2025-06-22,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,drug possession,19:36,evening,2025-01-18,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
JKUAT hostels area,-1.09,37.012,reckless driving,16:33,afternoon,2024-07-05,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,yes
JKUAT hostels area,-1.09,37.012,kidnapping,11:56,morning,2025-06-07,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
Cherry Park,-1.0948,37.0106,armed robbery,12:51,afternoon,2025-04-04,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",no
Juja Market,-1.096,37.0175,fraud,14:45,afternoon,2024-06-18,"Wakati nilipokuwa karibu, niliona jinsi mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.",no
JKUAT hostels area,-1.09,37.012,sexual harrasment,10:41,morning,2025-03-26,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,no
Highpoint,-1.1,37.015,fraud,09:24,morning,2024-08-11,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.",no
JKUAT hostels area,-1.09,37.012,traffic violations,20:04,evening,2024-05-25,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",yes
Juja Square,-1.098,37.019,phone snatching,15:26,afternoon,2024-09-17,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",no
Gate C,-1.0922,37.0131,drug trafficking,17:56,evening,2024-12-14,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",yes
Juja City Mall,-1.095,37.0165,murder,10:49,morning,2025-03-23,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",no
Juja Square,-1.098,37.019,fraud,03:52,night,2024-12-17,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,traffic violations,12:53,afternoon,2024-07-08,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",yes
Gachororo,-1.0905,37.0119,kidnapping,17:45,evening,2025-01-07,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
Juja Market,-1.096,37.0175,robbery,18:36,evening,2025-03-13,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,battery,08:52,morning,2024-11-29,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",no
Cherry Park,-1.0948,37.0106,kidnapping,14:16,afternoon,2025-06-10,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,fraud,04:58,night,2024-12-18,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.,no
JKUAT Main Gate,-1.0925,37.011,assault,20:59,evening,2024-09-30,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
Juja City Mall,-1.095,37.0165,traffic violations,10:40,morning,2025-03-15,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
Highpoint,-1.1,37.015,murder,02:27,night,2024-06-24,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Gachororo,-1.0905,37.0119,phone snatching,02:56,night,2025-01-03,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
Cherry Park,-1.0948,37.0106,murder,21:40,night,2024-07-02,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati walionekana wakitumia panga na silaha nyingine.,yes
Highpoint,-1.1,37.015,drug possession,16:39,afternoon,2025-05-13,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.,no
Highpoint,-1.1,37.015,battery,12:05,afternoon,2024-10-06,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.",yes
Gachororo,-1.0905,37.0119,sexual harrasment,18:59,evening,2024-10-25,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",yes
Juja Square,-1.098,37.019,drug trafficking,00:41,night,2025-01-19,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,murder,05:47,night,2024-08-02,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
Juja Market,-1.096,37.0175,kidnapping,07:59,morning,2024-08-24,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,sexual harrasment,00:49,night,2024-11-02,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
JKUAT Main Gate,-1.0925,37.011,assault,16:55,afternoon,2024-11-18,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.",no
Gate B,-1.0932,37.0125,fraud,17:30,evening,2025-02-20,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,no
Highpoint,-1.1,37.015,armed robbery,14:02,afternoon,2024-08-03,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,domestic violence,00:38,night,2024-09-04,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,armed robbery,20:01,evening,2025-03-22,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",yes
JKUAT hostels area,-1.09,37.012,sexual harrasment,09:02,morning,2025-06-04,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Police Station,-1.091,37.0135,drug trafficking,10:36,morning,2025-02-12,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,kidnapping,17:17,evening,2025-04-30,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",yes
Gate B,-1.0932,37.0125,sexual harrasment,06:59,morning,2025-01-30,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,no
Juja City Mall,-1.095,37.0165,burglary,09:55,morning,2025-03-16,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,drug possession,06:49,morning,2024-08-24,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
Gachororo,-1.0905,37.0119,domestic violence,19:49,evening,2025-05-20,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,no
Gate C,-1.0922,37.0131,battery,11:53,morning,2024-07-03,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",yes
